date;tournament_id;prefecture;shop;format;placement;player;archetype
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);9;うい;Zoroark Darmanitan
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);10;てら;Grimmsnarl Munkidori
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);11;ナリ;Dragapult Blaziken
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);12;すみたろう;Dragapult Crustle
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);13;メイ;Honchkrow Porygon2
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);14;まぐまぐ;Dragapult
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);15;腹黒男;Alakazam Dudunsparce
08 Mar 26;4267;TSUTAYA AVクラブ御領店;Kumamoto;City League (JP);16;アカギ;Dragapult Meowth
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);1;おきどき;Trevenant
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);2;マケルライコ;Spidops Mewtwo
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);3;ラフラフ;Alakazam Dudunsparce
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);4;かたつむり;Okidogi Barbaracle
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);5;カズ;Mega Kangaskhan Mega Absol
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);6;iceNyan;Dragapult Blaziken
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);7;タケオ;Zoroark Darmanitan
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);8;shini-chi;Dragapult Blaziken
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);9;中濃;Zoroark Darmanitan
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);10;鮫爺。;Mega Sharpedo Toxtricity
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);11;マーブル;Ogerpon Raging-Bolt
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);12;Karen;Grimmsnarl Munkidori
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);13;どどど;Dragapult Noctowl
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);14;瀬戸内;Slowking Latias
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);15;潔;Ogerpon Clefairy
08 Mar 26;4269;シーガル　泉中央店;Miyagi;City League (JP);16;だいふく;Crustle Munkidori
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);1;とくすけ;Blaziken Mega Dragonite
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);2;キリヤミ;Dragapult
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);3;ミナト　ヤクモ;Zoroark Darmanitan
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);4;ｿﾗﾐﾝﾁｮｽ;Dragapult Dusknoir
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);5;じじ;Ogerpon Ogerpon-Wellspring
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);6;響;Mega Meganium Ogerpon
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);7;なのん;Dragapult Blaziken
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);8;オザゴン;Mega Lucario Hariyama
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);9;チャーリー;Spidops Mewtwo
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);10;あずま;Noctowl Ogerpon-Wellspring
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);11;テア;Grimmsnarl Froslass
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);12;パンリa.k.a南無;Solrock Barbaracle
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);13;ちゃちゃ;Ogerpon Clefairy
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);14;kyu.;Clefairy Ogerpon
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);15;りょう;Crustle Munkidori
08 Mar 26;4262;ドラゴンスター泉佐野店;Ōsaka;City League (JP);16;ホゲち;Barbaracle Okidogi
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);1;IKE;Dragapult Blaziken
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);2;雷神;Alakazam Dudunsparce
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);3;もみじ;Ogerpon Raging-Bolt
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);4;たっしー;Greninja Mega Froslass
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);5;しゃち;Dragapult Meowth
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);6;ナツヲ;Spidops Mewtwo
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);7;ななな;Ogerpon Ogerpon-Wellspring
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);8;コンビニちんぴら;Grimmsnarl Munkidori
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);9;めがねびいき;Alakazam Dudunsparce
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);10;ピント;Spidops Mewtwo
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);11;かがみ;Mega Absol Mega Kangaskhan
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);12;ジン;Mega Froslass Mega Starmie
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);13;Gen;Garchomp Roserade
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);14;いのうえ;Ogerpon Noctowl
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);15;Mad Turtle;Dipplin Thwackey
08 Mar 26;4266;【CARDBOX】玉島店;Okayama;City League (JP);16;反鈴;Garchomp Roserade
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);1;ルイ;Ogerpon Arboliva
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);2;KATA;Dragapult Blaziken
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);3;おでん;Crustle Munkidori
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);4;えもん;Mega Venusaur Ogerpon
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);5;ZERO;Dragapult Meowth
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);6;まえひろ;Dragapult Dusknoir
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);7;じふ;Dragapult Meowth
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);8;いりあ;Alakazam Dudunsparce
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);9;らぶる;Mega Meganium Ogerpon
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);10;かにせんせー;Ogerpon Arboliva
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);11;ジンき;Ogerpon Raging-Bolt
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);12;イッペイ;Yanmega Raging-Bolt
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);13;わたそん;Spidops Mewtwo
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);14;ライカ;Grimmsnarl Munkidori
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);15;よしお;Mega Lucario Hariyama
08 Mar 26;4265;BOOKOFF奈良法華寺店;Nara;City League (JP);16;enana;Ogerpon Noctowl
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);1;ユー;Alakazam Dudunsparce
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);2;モッツァ美谷;Clefairy Ogerpon
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);3;よっぺ;Mega Lucario Hariyama
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);4;ひな;Raging-Bolt Ogerpon
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);5;まさ;Zoroark Darmanitan
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);6;ひいらぎ;Spidops Mewtwo
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);7;お弁当大臣;Mega Venusaur Ogerpon
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);8;桐灰はるはる;Zoroark Darmanitan
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);9;にっしー;Dragapult Meowth
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);10;ひより;Zoroark Mega Lopunny
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);11;DOES;Mega Lucario Solrock
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);12;κκ;Dragapult Bronzong
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);13;SIN;Dragapult Blaziken
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);14;でんちマン;Dipplin Thwackey
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);15;タートル;Zoroark Darmanitan
08 Mar 26;4264;トレカショップVOW;Shiga;City League (JP);16;サカナ;Dragapult Meowth
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);1;リザどん;Dragapult Dusknoir
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);2;ぐれちー;Mega Kangaskhan Ogerpon
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);3;草薙;Ogerpon Arboliva
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);4;マル;Ogerpon Arboliva
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);5;さか;Dragapult Dusknoir
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);6;しおかね;Ogerpon Arboliva
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);7;ソウ;Trevenant Zacian-Crowned
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);8;くろむ;Ogerpon Mega Kangaskhan
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);9;せなぱぱ;Noctowl Ogerpon-Wellspring
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);10;けんたろう;Dragapult Blaziken
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);11;あかねこ;Flareon Noctowl
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);12;しんいちパパ;Ogerpon Arboliva
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);13;ゲン;Grimmsnarl Munkidori
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);14;legonkovic【れご】;Noctowl Ogerpon-Wellspring
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);15;おさむ。;Dragapult Meowth
08 Mar 26;4263;TSUTAYA三島店;Shizuoka;City League (JP);16;たいしょー;Dragapult Meowth
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);1;ワニノコ;Honchkrow Porygon2
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);2;マウ;Ogerpon Meowth
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);3;きりみ;Ogerpon Arboliva
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);4;てんはる;Ogerpon Raging-Bolt
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);5;mol;Ogerpon Clefairy
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);6;ナルセ;Mega Lucario Hariyama
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);7;すどやん;Ogerpon Clefairy
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);8;やましん;Dragapult Meowth
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);9;プーさん;Barbaracle Okidogi
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);10;HAGA;Garchomp Roserade
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);11;モリタ;Dragapult Blaziken
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);12;りょっぴ;Zoroark Darmanitan
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);13;タニキ;Spidops Mewtwo
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);14;ズナ;Slowking Mega Slowbro
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);15;ひなた;Mega Lucario Hariyama
08 Mar 26;4260;【CARDBOX】Super KaBoS 二の宮本店;Fukui;City League (JP);16;シンタロー;Toxtricity Arbok
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);1;じゃん;Grimmsnarl Froslass
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);2;マーサ;Slowking Latias
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);3;りょーや;Ogerpon Meowth
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);4;ひがはる;Honchkrow Porygon-Z
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);5;がんせきふじんMk.Ⅲ;Dragapult Meowth
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);6;まつ;Palafin Thwackey
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);7;シヴァじろう;Ogerpon Raging-Bolt
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);8;shu;Dragapult
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);9;おんみょーん;Spidops Mewtwo
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);10;ななちゃ;Greninja Dusknoir
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);11;がんがん;Flareon Noctowl
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);12;ずーしー;Dragapult Meowth
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);13;ヤマネコ;Dragapult Blaziken
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);14;ミラクルローグ;Honchkrow Porygon2
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);15;ほりー;Ogerpon Mega Venusaur
08 Mar 26;4258;フルコンプPLAYERS CENTER札幌駅前店;Hokkaido;City League (JP);16;ユウハル;Metagross Empoleon
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);1;悪代官;Ogerpon Ogerpon-Wellspring
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);2;アフロ;Dragapult Blaziken
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);3;天使。;Dragapult Meowth
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);4;なー;Ogerpon Raging-Bolt
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);5;岡修;Dragapult
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);6;もんど;Ogerpon Mega Kangaskhan
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);7;元気いっぱい;Dragapult Meowth
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);8;カイドン;Zoroark Darmanitan
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);9;ODA;Mega Lucario Solrock
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);10;タノ;Dragapult Meowth
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);11;けんけん;Mega Lucario Solrock
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);12;おちゃ;Ogerpon Raging-Bolt
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);13;ランディ;Raging-Bolt Ogerpon
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);14;maki;Raging-Bolt Ogerpon
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);15;マグロ;Barbaracle Okidogi
08 Mar 26;4261;三洋堂書店　新開橋店;Aichi;City League (JP);16;ダイチ;Flareon Noctowl
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);1;まやひこ;Dragapult Blaziken
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);2;カルド;Dragapult
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);3;チキ（ひなパパ）;Grimmsnarl Munkidori
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);4;小さなパン;Ogerpon Mega Kangaskhan
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);5;こてきち;Dragapult Mega Kangaskhan
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);6;まっしー;Grimmsnarl Munkidori
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);7;UM;Mega Kangaskhan Clefairy
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);8;がんちゃん;Dragapult Blaziken
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);9;はると;Ogerpon Clefairy
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);10;nobu;Dusknoir Mega Diancie
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);11;ダイキ.;Ogerpon Raging-Bolt
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);12;アカシ;Barbaracle Okidogi
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);13;藤井;Dragapult Meowth
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);14;さぁもん;Crustle Munkidori
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);15;アシタカ;Mega Starmie Mega Froslass
08 Mar 26;4257;トーナメントセンターバトロコ　柏駅前;Chiba;City League (JP);16;waka;Mega Kangaskhan Ogerpon
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);1;アガサ;Ogerpon Arboliva
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);2;あら;Zoroark Darmanitan
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);3;Mirage;Garchomp Roserade
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);4;ニコニコ;Alakazam Dudunsparce
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);5;Zuin;Grimmsnarl Munkidori
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);6;はまたつ;Zoroark Darmanitan
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);7;たけ;Ogerpon-Wellspring Ogerpon
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);8;セーヤ;Mega Lucario Solrock
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);9;ぎぎ;Ogerpon Arboliva
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);10;もー;Crustle Munkidori
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);11;クロネコ;Dragapult Blaziken
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);12;スグリ;Dragapult Meowth
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);13;小野ノクス;Dragapult Meowth
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);14;ぽよ;Mega Meganium Ogerpon
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);15;へるにあ;Crustle Munkidori
08 Mar 26;4259;トイニティ長岡E・PLAZA店;Niigata;City League (JP);16;たあああ;Crustle Munkidori
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);1;りゅう;Dragapult
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);2;りゅう;Ogerpon Clefairy
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);3;ワナ;Ogerpon Arboliva
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);4;あゆむ;Dragapult Mega Froslass
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);5;けんパッパ;Dragapult
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);6;あさたん;Honchkrow Porygon2
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);7;となり。;Flareon Hydreigon
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);8;まっつん;Spidops Mewtwo
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);9;かず;Rillaboom Dipplin
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);10;オルフェ;Spidops Mewtwo
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);11;ちくわ;Ceruledge
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);12;ばなな;Mega Lucario
08 Mar 26;4254;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;Ōsaka;City League (JP);13;TK;Ogerpon Ogerpon-Wellspring
