idProduct,id_category,expansion_code,id_expansion,number,name_en,name_de,image_url,stamped_image_url
697104,51,PPS1,5204,,Galarian Articuno V [Reconstitute | Psyray],,https://product-images.s3.cardmarket.com/51/PPS1/697104/697104.jpg,
697105,51,PPS1,5204,,Espeon V [Zen Shot | Super Psy Bolt],,https://product-images.s3.cardmarket.com/51/PPS1/697105/697105.jpg,
697106,51,PPS1,5204,,Espeon VMAX [Solar Revelation | Max Mindstorm],,https://product-images.s3.cardmarket.com/51/PPS1/697106/697106.jpg,
697107,51,PPS1,5204,,Gardevoir [Shining Arcana | Brainwave],,https://product-images.s3.cardmarket.com/51/PPS1/697107/697107.jpg,
697108,51,PPS1,5204,,Cresselia [Crescent Glow | Photon Laser],,https://product-images.s3.cardmarket.com/51/PPS1/697108/697108.jpg,
697109,51,PPS1,5204,,Whimsicott [Triple Draw | Flying Fury],,https://product-images.s3.cardmarket.com/51/PPS1/697109/697109.jpg,
697110,51,PPS1,5204,,Malamar [Rapid Strike Tentacles],,https://product-images.s3.cardmarket.com/51/PPS1/697110/697110.jpg,
697111,51,PPS1,5204,,Sylveon V [Dream Gift | Magical Shot],,https://product-images.s3.cardmarket.com/51/PPS1/697111/697111.jpg,
697112,51,PPS1,5204,,Sylveon VMAX [Precious Touch | Max Harmony],,https://product-images.s3.cardmarket.com/51/PPS1/697112/697112.jpg,
697113,51,PPS1,5204,,Dedenne [Mad Party],,https://product-images.s3.cardmarket.com/51/PPS1/697113/697113.jpg,
697114,51,PPS1,5204,,Pumpkaboo [Pumpkin Pit | Stampede],,https://product-images.s3.cardmarket.com/51/PPS1/697114/697114.jpg,
697115,51,PPS1,5204,,Orbeetle [Evomancy | Zen Headbutt],,https://product-images.s3.cardmarket.com/51/PPS1/697115/697115.jpg,
697116,51,PPS1,5204,,Polteageist [Tea Break | Mad Party],,https://product-images.s3.cardmarket.com/51/PPS1/697116/697116.jpg,
697117,51,PPS1,5204,,Alcremie V [Sugary Sprinkles | Sweet Splash],,https://product-images.s3.cardmarket.com/51/PPS1/697117/697117.jpg,
697118,51,PPS1,5204,,Shadow Rider Calyrex V [Shadow Mist | Astral Barrage],,https://product-images.s3.cardmarket.com/51/PPS1/697118/697118.jpg,
697119,51,PPS1,5204,,Shadow Rider Calyrex VMAX [Underworld Door | Max Geist],,https://product-images.s3.cardmarket.com/51/PPS1/697119/697119.jpg,
697120,51,PPS1,5204,,Galarian Zapdos [Strong Legs Charge | Zapper Kick],,https://product-images.s3.cardmarket.com/51/PPS1/697120/697120.jpg,
697121,51,PPS1,5204,,Galarian Zapdos V [Fighting Instinct | Thunderous Kick],,https://product-images.s3.cardmarket.com/51/PPS1/697121/697121.jpg,
697122,51,PPS1,5204,,Lycanroc [Rogue Fangs],,https://product-images.s3.cardmarket.com/51/PPS1/697122/697122.jpg,
697123,51,PPS1,5204,,Passimian [Throwing Coach | Fling],,https://product-images.s3.cardmarket.com/51/PPS1/697123/697123.jpg,
697124,51,PPS1,5204,,Falinks [Call for Family | Team Attack],,https://product-images.s3.cardmarket.com/51/PPS1/697124/697124.jpg,
697125,51,PPS1,5204,,Single Strike Urshifu V [Laser Focus | Impact Blow],,https://product-images.s3.cardmarket.com/51/PPS1/697125/697125.jpg,
697126,51,PPS1,5204,,Single Strike Urshifu VMAX [Beatdown | G-Max One Blow],,https://product-images.s3.cardmarket.com/51/PPS1/697126/697126.jpg,
697127,51,PPS1,5204,,Rapid Strike Urshifu V [Strafe | Hundred Furious Blows],,https://product-images.s3.cardmarket.com/51/PPS1/697127/697127.jpg,
697128,51,PPS1,5204,,Rapid Strike Urshifu VMAX [Gale Thrust | G-Max Rapid Flow],,https://product-images.s3.cardmarket.com/51/PPS1/697128/697128.jpg,
697129,51,PPS1,5204,,Galarian Weezing [Neutralizing Gas | Severe Poison],,https://product-images.s3.cardmarket.com/51/PPS1/697129/697129.jpg,
697130,51,PPS1,5204,,Galarian Moltres [Malevolent Charge | Fiery Wrath],,https://product-images.s3.cardmarket.com/51/PPS1/697130/697130.jpg,
697131,51,PPS1,5204,,Galarian Moltres V [Direflame Wings | Aura Burn],,https://product-images.s3.cardmarket.com/51/PPS1/697131/697131.jpg,
697132,51,PPS1,5204,,Crobat [Drastic Draw | Wing Attack],,https://product-images.s3.cardmarket.com/51/PPS1/697132/697132.jpg,
697133,51,PPS1,5204,,Crobat V [Dark Asset | Venomous Fang],,https://product-images.s3.cardmarket.com/51/PPS1/697133/697133.jpg,
697134,51,PPS1,5204,,Umbreon V [Mean Look | Moonlight Blade],,https://product-images.s3.cardmarket.com/51/PPS1/697134/697134.jpg,
697135,51,PPS1,5204,,Umbreon VMAX [Dark Signal | Max Darkness],,https://product-images.s3.cardmarket.com/51/PPS1/697135/697135.jpg,
697136,51,PPS1,5204,,Houndoom [Single Strike Roar | Darkness Fang],,https://product-images.s3.cardmarket.com/51/PPS1/697136/697136.jpg,
697137,51,PPS1,5204,,Tyranitar V [Cragalanche | Single Strike Crush],,https://product-images.s3.cardmarket.com/51/PPS1/697137/697137.jpg,
697138,51,PPS1,5204,,Galarian Zigzagoon [Headbutt Tantrum | Surprise Attack],,https://product-images.s3.cardmarket.com/51/PPS1/697138/697138.jpg,
697139,51,PPS1,5204,,Spiritomb [Ghostly Cries | Will-O-Wisp],,https://product-images.s3.cardmarket.com/51/PPS1/697139/697139.jpg,
697140,51,PPS1,5204,,Zoroark [Phantom Transformation | Night Daze],,https://product-images.s3.cardmarket.com/51/PPS1/697140/697140.jpg,
697141,51,PPS1,5204,,Hoopa [Assault Gate],,https://product-images.s3.cardmarket.com/51/PPS1/697141/697141.jpg,
697142,51,PPS1,5204,,Eternatus V [Power Accelerator | Dynamax Cannon],,https://product-images.s3.cardmarket.com/51/PPS1/697142/697142.jpg,
697143,51,PPS1,5204,,Eternatus VMAX [Eternal Zone | Dread End],,https://product-images.s3.cardmarket.com/51/PPS1/697143/697143.jpg,
697144,51,PPS1,5204,,Single Strike Urshifu [Field Crush | Fists of Strife],,https://product-images.s3.cardmarket.com/51/PPS1/697144/697144.jpg,
697145,51,PPS1,5204,,Bronzong [Metal Transfer | Zen Headbutt],,https://product-images.s3.cardmarket.com/51/PPS1/697145/697145.jpg,
697146,51,PPS1,5204,,Corviknight V [Clutch | Sky Hurricane],,https://product-images.s3.cardmarket.com/51/PPS1/697146/697146.jpg,
697147,51,PPS1,5204,,Corviknight VMAX [Lustrous Body | G-Max Hurricane],,https://product-images.s3.cardmarket.com/51/PPS1/697147/697147.jpg,
697148,51,PPS1,5204,,Zacian V [Intrepid Sword | Brave Blade],,https://product-images.s3.cardmarket.com/51/PPS1/697148/697148.jpg,
697149,51,PPS1,5204,,Zamazenta V [Dauntless Shield | Assault Tackle],,https://product-images.s3.cardmarket.com/51/PPS1/697149/697149.jpg,
697150,51,PPS1,5204,,Altaria [Tempting Tune | Glide],,https://product-images.s3.cardmarket.com/51/PPS1/697150/697150.jpg,
697151,51,PPS1,5204,,Rayquaza V [Dragon Pulse | Spiral Burst],,https://product-images.s3.cardmarket.com/51/PPS1/697151/697151.jpg,
697152,51,PPS1,5204,,Rayquaza VMAX [Azure Pulse | Max Burst],,https://product-images.s3.cardmarket.com/51/PPS1/697152/697152.jpg,
697153,51,PPS1,5204,,Dialga [Chrono Wind | Heavy Impact],,https://product-images.s3.cardmarket.com/51/PPS1/697153/697153.jpg,
697154,51,PPS1,5204,,Kyurem [Extreme Freeze],,https://product-images.s3.cardmarket.com/51/PPS1/697154/697154.jpg,
697155,51,PPS1,5204,,Duraludon V [Metal Claw | Breaking Swipe],,https://product-images.s3.cardmarket.com/51/PPS1/697155/697155.jpg,
697156,51,PPS1,5204,,Duraludon VMAX [Skyscraper | G-Max Pulverization],,https://product-images.s3.cardmarket.com/51/PPS1/697156/697156.jpg,
697157,51,PPS1,5204,,Regidrago [Hammer In | Dragon Energy],,https://product-images.s3.cardmarket.com/51/PPS1/697157/697157.jpg,
697158,51,PPS1,5204,,Snorlax [Gormandize | Body Slam],,https://product-images.s3.cardmarket.com/51/PPS1/697158/697158.jpg,
697159,51,PPS1,5204,,Smeargle [Live Painting],,https://product-images.s3.cardmarket.com/51/PPS1/697159/697159.jpg,
697160,51,PPS1,5204,,Blissey V [Natural Cure | Blissful Blast],,https://product-images.s3.cardmarket.com/51/PPS1/697160/697160.jpg,
697161,51,PPS1,5204,,Togekiss V [White Wind | Speed Wing],,https://product-images.s3.cardmarket.com/51/PPS1/697161/697161.jpg,
697162,51,PPS1,5204,,Togekiss VMAX [MAX Glide],,https://product-images.s3.cardmarket.com/51/PPS1/697162/697162.jpg,
697163,51,PPS1,5204,,Cinccino [Make Do | Energy Assist],,https://product-images.s3.cardmarket.com/51/PPS1/697163/697163.jpg,
697164,51,PPS1,5204,,Bunnelby [Mad Party],,https://product-images.s3.cardmarket.com/51/PPS1/697164/697164.jpg,
697165,51,PPS1,5204,,Oranguru [Primate Wisdom | Whap Down],,https://product-images.s3.cardmarket.com/51/PPS1/697165/697165.jpg,
697166,51,PPS1,5204,,Air Balloon,,https://product-images.s3.cardmarket.com/51/PPS1/697166/697166.jpg,
697167,51,PPS1,5204,,Avery,,https://product-images.s3.cardmarket.com/51/PPS1/697167/697167.jpg,
697168,51,PPS1,5204,,Big Charm,,https://product-images.s3.cardmarket.com/51/PPS1/697168/697168.jpg,
697169,51,PPS1,5204,,Big Parasol,,https://product-images.s3.cardmarket.com/51/PPS1/697169/697169.jpg,
697170,51,PPS1,5204,,Bird Keeper,,https://product-images.s3.cardmarket.com/51/PPS1/697170/697170.jpg,
697171,51,PPS1,5204,,Boost Shake,,https://product-images.s3.cardmarket.com/51/PPS1/697171/697171.jpg,
697172,51,PPS1,5204,,Boss's Orders - Lysandre,,https://product-images.s3.cardmarket.com/51/PPS1/697172/697172.jpg,
697173,51,PPS1,5204,,Bruno,,https://product-images.s3.cardmarket.com/51/PPS1/697173/697173.jpg,
697174,51,PPS1,5204,,Capacious Bucket,,https://product-images.s3.cardmarket.com/51/PPS1/697174/697174.jpg,
697175,51,PPS1,5204,,Cape of Toughness,,https://product-images.s3.cardmarket.com/51/PPS1/697175/697175.jpg,
697176,51,PPS1,5204,,Cheryl,,https://product-images.s3.cardmarket.com/51/PPS1/697176/697176.jpg,
697177,51,PPS1,5204,,Copycat,,https://product-images.s3.cardmarket.com/51/PPS1/697177/697177.jpg,
697178,51,PPS1,5204,,Crushing Hammer,,https://product-images.s3.cardmarket.com/51/PPS1/697178/697178.jpg,
697179,51,PPS1,5204,,Crystal Cave,,https://product-images.s3.cardmarket.com/51/PPS1/697179/697179.jpg,
697180,51,PPS1,5204,,Dream Ball,,https://product-images.s3.cardmarket.com/51/PPS1/697180/697180.jpg,
697181,51,PPS1,5204,,Echoing Horn,,https://product-images.s3.cardmarket.com/51/PPS1/697181/697181.jpg,
697182,51,PPS1,5204,,Energy Switch,,https://product-images.s3.cardmarket.com/51/PPS1/697182/697182.jpg,
697183,51,PPS1,5204,,Escape Rope,,https://product-images.s3.cardmarket.com/51/PPS1/697183/697183.jpg,
697184,51,PPS1,5204,,Exp. Share,,https://product-images.s3.cardmarket.com/51/PPS1/697184/697184.jpg,
697185,51,PPS1,5204,,Fan of Waves,,https://product-images.s3.cardmarket.com/51/PPS1/697185/697185.jpg,
697186,51,PPS1,5204,,Fog Crystal,,https://product-images.s3.cardmarket.com/51/PPS1/697186/697186.jpg,
697187,51,PPS1,5204,,Great Ball,,https://product-images.s3.cardmarket.com/51/PPS1/697187/697187.jpg,
697188,51,PPS1,5204,,Klara,,https://product-images.s3.cardmarket.com/51/PPS1/697188/697188.jpg,
697189,51,PPS1,5204,,Korrina's Focus,,https://product-images.s3.cardmarket.com/51/PPS1/697189/697189.jpg,
697190,51,PPS1,5204,,Level Ball,,https://product-images.s3.cardmarket.com/51/PPS1/697190/697190.jpg,
697191,51,PPS1,5204,,Marnie,,https://product-images.s3.cardmarket.com/51/PPS1/697191/697191.jpg,
697192,51,PPS1,5204,,Melony,,https://product-images.s3.cardmarket.com/51/PPS1/697192/697192.jpg,
697193,51,PPS1,5204,,Metal Saucer,,https://product-images.s3.cardmarket.com/51/PPS1/697193/697193.jpg,
697194,51,PPS1,5204,,Nessa,,https://product-images.s3.cardmarket.com/51/PPS1/697194/697194.jpg,
697195,51,PPS1,5204,,Ordinary Rod,,https://product-images.s3.cardmarket.com/51/PPS1/697195/697195.jpg,
697196,51,PPS1,5204,,Path to the Peak,,https://product-images.s3.cardmarket.com/51/PPS1/697196/697196.jpg,
697197,51,PPS1,5204,,Peonia,,https://product-images.s3.cardmarket.com/51/PPS1/697197/697197.jpg,
697198,51,PPS1,5204,,Phoebe,,https://product-images.s3.cardmarket.com/51/PPS1/697198/697198.jpg,
697199,51,PPS1,5204,,Professor's Research - Professor Juniper,,https://product-images.s3.cardmarket.com/51/PPS1/697199/697199.jpg,
697200,51,PPS1,5204,,Quick Ball,,https://product-images.s3.cardmarket.com/51/PPS1/697200/697200.jpg,
697201,51,PPS1,5204,,Raihan,,https://product-images.s3.cardmarket.com/51/PPS1/697201/697201.jpg,
697202,51,PPS1,5204,,Rare Candy,,https://product-images.s3.cardmarket.com/51/PPS1/697202/697202.jpg,
697203,51,PPS1,5204,,Rescue Carrier,,https://product-images.s3.cardmarket.com/51/PPS1/697203/697203.jpg,
697204,51,PPS1,5204,,Scoop Up Net,,https://product-images.s3.cardmarket.com/51/PPS1/697204/697204.jpg,
697205,51,PPS1,5204,,Stormy Mountains,,https://product-images.s3.cardmarket.com/51/PPS1/697205/697205.jpg,
697206,51,PPS1,5204,,Switch,,https://product-images.s3.cardmarket.com/51/PPS1/697206/697206.jpg,
697207,51,PPS1,5204,,Tool Jammer,,https://product-images.s3.cardmarket.com/51/PPS1/697207/697207.jpg,
697208,51,PPS1,5204,,Tower of Darkness,,https://product-images.s3.cardmarket.com/51/PPS1/697208/697208.jpg,
697209,51,PPS1,5204,,Tower of Waters,,https://product-images.s3.cardmarket.com/51/PPS1/697209/697209.jpg,
697210,51,PPS1,5204,,Turbo Patch,,https://product-images.s3.cardmarket.com/51/PPS1/697210/697210.jpg,
697211,51,PPS1,5204,,Urn of Vitality,,https://product-images.s3.cardmarket.com/51/PPS1/697211/697211.jpg,
697212,51,PPS1,5204,,Zinnia's Resolve,,https://product-images.s3.cardmarket.com/51/PPS1/697212/697212.jpg,
697213,51,PPS1,5204,,Aurora Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697213/697213.jpg,
697214,51,PPS1,5204,,Capture Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697214/697214.jpg,
697215,51,PPS1,5204,,Impact Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697215/697215.jpg,
697216,51,PPS1,5204,,Rapid Strike Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697216/697216.jpg,
697217,51,PPS1,5204,,Single Strike Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697217/697217.jpg,
697218,51,PPS1,5204,,Spiral Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697218/697218.jpg,
697219,51,PPS1,5204,,Twin Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697219/697219.jpg,
697220,51,PPS1,5204,,Grass Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697220/697220.jpg,
697221,51,PPS1,5204,,Fire Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697221/697221.jpg,
697222,51,PPS1,5204,,Water Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697222/697222.jpg,
697223,51,PPS1,5204,,Lightning Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697223/697223.jpg,
697224,51,PPS1,5204,,Psychic Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697224/697224.jpg,
697225,51,PPS1,5204,,Fighting Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697225/697225.jpg,
697226,51,PPS1,5204,,Darkness Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697226/697226.jpg,
697227,51,PPS1,5204,,Metal Energy,,https://product-images.s3.cardmarket.com/51/PPS1/697227/697227.jpg,
699945,51,PPS1,5204,,Pikachu V [Charge | Thunderbolt],,https://product-images.s3.cardmarket.com/51/PPS1/699945/699945.jpg,
701268,51,PPS1,5204,,Live Code Card (Booster),,https://product-images.s3.cardmarket.com/51/PPS1/701268/701268.jpg,
701483,51,PPS1,5204,,Peony,,https://product-images.s3.cardmarket.com/51/PPS1/701483/701483.jpg,
701698,51,PPS1,5204,,Rillaboom [Voltage Beat | Hammer In],,https://product-images.s3.cardmarket.com/51/PPS1/701698/701698.jpg,
701699,51,PPS1,5204,,Altaria [Miraculous Charm | Speed Dive],,https://product-images.s3.cardmarket.com/51/PPS1/701699/701699.jpg,
704126,51,PPS1,5204,,Alcremie VMAX [Adornment | G-MAX Whisk],,https://product-images.s3.cardmarket.com/51/PPS1/704126/704126.jpg,
709554,51,PPS1,5204,,Evolution Incense,,https://product-images.s3.cardmarket.com/51/PPS1/709554/709554.jpg,
835817,51,PPS1,5204,,Air Balloon,,https://product-images.s3.cardmarket.com/51/PPS1/835817/835817.jpg,
835818,51,PPS1,5204,,Aurora Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835818/835818.jpg,
835819,51,PPS1,5204,,Boss's Orders - Lysandre,,https://product-images.s3.cardmarket.com/51/PPS1/835819/835819.jpg,
835820,51,PPS1,5204,,Capture Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835820/835820.jpg,
835821,51,PPS1,5204,,Cinccino [Make Do | Energy Assist],,https://product-images.s3.cardmarket.com/51/PPS1/835821/835821.jpg,
835822,51,PPS1,5204,,Cheryl,,https://product-images.s3.cardmarket.com/51/PPS1/835822/835822.jpg,
835823,51,PPS1,5204,,Copycat,,https://product-images.s3.cardmarket.com/51/PPS1/835823/835823.jpg,
835824,51,PPS1,5204,,Crushing Hammer,,https://product-images.s3.cardmarket.com/51/PPS1/835824/835824.jpg,
835825,51,PPS1,5204,,Drizzile [Shady Dealings | Water Drip],,https://product-images.s3.cardmarket.com/51/PPS1/835825/835825.jpg,
835826,51,PPS1,5204,,Escape Rope,,https://product-images.s3.cardmarket.com/51/PPS1/835826/835826.jpg,
835827,51,PPS1,5204,,Flaaffy [Dynamotor | Electro Ball],,https://product-images.s3.cardmarket.com/51/PPS1/835827/835827.jpg,
835828,51,PPS1,5204,,Fog Crystal,,https://product-images.s3.cardmarket.com/51/PPS1/835828/835828.jpg,
835829,51,PPS1,5204,,Inteleon [Quick Shooting | Waterfall],,https://product-images.s3.cardmarket.com/51/PPS1/835829/835829.jpg,
835830,51,PPS1,5204,,Inteleon [Shady Dealings | Aqua Bullet],,https://product-images.s3.cardmarket.com/51/PPS1/835830/835830.jpg,
835831,51,PPS1,5204,,Level Ball,,https://product-images.s3.cardmarket.com/51/PPS1/835831/835831.jpg,
835832,51,PPS1,5204,,Malamar [Rapid Strike Tentacles],,https://product-images.s3.cardmarket.com/51/PPS1/835832/835832.jpg,
835833,51,PPS1,5204,,Marnie,,https://product-images.s3.cardmarket.com/51/PPS1/835833/835833.jpg,
835834,51,PPS1,5204,,Metal Saucer,,https://product-images.s3.cardmarket.com/51/PPS1/835834/835834.jpg,
835835,51,PPS1,5204,,Passimian [Throwing Coach | Fling],,https://product-images.s3.cardmarket.com/51/PPS1/835835/835835.jpg,
835836,51,PPS1,5204,,Ordinary Rod,,https://product-images.s3.cardmarket.com/51/PPS1/835836/835836.jpg,
835837,51,PPS1,5204,,Path to the Peak,,https://product-images.s3.cardmarket.com/51/PPS1/835837/835837.jpg,
835838,51,PPS1,5204,,Professor's Research - Professor Juniper,,https://product-images.s3.cardmarket.com/51/PPS1/835838/835838.jpg,
835839,51,PPS1,5204,,Quick Ball,,https://product-images.s3.cardmarket.com/51/PPS1/835839/835839.jpg,
835840,51,PPS1,5204,,Raihan,,https://product-images.s3.cardmarket.com/51/PPS1/835840/835840.jpg,
835841,51,PPS1,5204,,Rapid Strike Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835841/835841.jpg,
835842,51,PPS1,5204,,Rare Candy,,https://product-images.s3.cardmarket.com/51/PPS1/835842/835842.jpg,
835843,51,PPS1,5204,,Scoop Up Net,,https://product-images.s3.cardmarket.com/51/PPS1/835843/835843.jpg,
835844,51,PPS1,5204,,Single Strike Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835844/835844.jpg,
835845,51,PPS1,5204,,Snorlax [Gormandize | Body Slam],,https://product-images.s3.cardmarket.com/51/PPS1/835845/835845.jpg,
835846,51,PPS1,5204,,Stormy Mountains,,https://product-images.s3.cardmarket.com/51/PPS1/835846/835846.jpg,
835847,51,PPS1,5204,,Switch,,https://product-images.s3.cardmarket.com/51/PPS1/835847/835847.jpg,
835848,51,PPS1,5204,,Twin Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835848/835848.jpg,
835849,51,PPS1,5204,,Darkness Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835849/835849.jpg,
835850,51,PPS1,5204,,Lightning Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835850/835850.jpg,
835851,51,PPS1,5204,,Fighting Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835851/835851.jpg,
835852,51,PPS1,5204,,Metal Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835852/835852.jpg,
835853,51,PPS1,5204,,Grass Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835853/835853.jpg,
835854,51,PPS1,5204,,Fire Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835854/835854.jpg,
835855,51,PPS1,5204,,Psychic Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835855/835855.jpg,
835856,51,PPS1,5204,,Water Energy,,https://product-images.s3.cardmarket.com/51/PPS1/835856/835856.jpg,
705098,51,PPS2,5313,,Live Code Card (Booster),,https://product-images.s3.cardmarket.com/51/PPS2/705098/705098.jpg,
