archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;image_url
Alakazam;Alakazam ex;Alakazam ex MEW 65;21;4;9;27;33,3;MEW;;65;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_065_R_EN_LG.png
Alakazam;Counter Catcher;Counter Catcher PAR 160;12;2;9;27;33,3;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png
Alakazam;Enriching Energy;Enriching Energy SSP 191;9;1;9;27;33,3;SSP;;191;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_R_EN_LG.png
Alakazam;Fan Rotom;Fan Rotom SCR 118;16;2;9;27;33,3;SCR;;118;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png
Alakazam;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;8;1;8;27;29,6;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png
Alakazam;Ciphermaniac's Codebreaking;Ciphermaniac's Codebreaking PRE 104;9;2;8;27;29,6;PRE;;104;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png
Alakazam;Dudunsparce;Dudunsparce TEF 129;17;3;8;27;29,6;TEF;;129;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png
Alakazam;Dunsparce;Dunsparce PAL 156;21;3;8;27;29,6;PAL;;156;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_156_R_EN_LG.png
Alakazam;Luminous Energy;Luminous Energy TWM 226;32;4;8;27;29,6;TWM;;226;Secret Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_226_R_EN_LG.png
Alakazam;Munkidori;Munkidori TWM 95;10;3;8;27;29,6;TWM;;95;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png
Alakazam;Ultra Ball;Ultra Ball ASC 213;20;4;8;27;29,6;ASC;;213;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png
Alakazam;Arven;Arven SVI 166;21;4;7;27;25,9;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png
Alakazam;Dodrio;Dodrio MEW 85;21;3;7;27;25,9;MEW;;85;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_085_R_EN_LG.png
Alakazam;Doduo;Doduo MEW 84;21;3;7;27;25,9;MEW;;84;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_084_R_EN_LG.png
Alakazam;Earthen Vessel;Earthen Vessel PRE 106;14;3;7;27;25,9;PRE;;106;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png
Alakazam;Hisuian Arcanine;Hisuian Arcanine TWM 100;21;3;7;27;25,9;TWM;;100;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_100_R_EN_LG.png
Alakazam;Hisuian Growlithe;Hisuian Growlithe TWM 99;21;3;7;27;25,9;TWM;;99;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_099_R_EN_LG.png
Alakazam;Legacy Energy;Legacy Energy TWM 167;7;1;7;27;25,9;TWM;;167;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_R_EN_LG.png
Alakazam;Tulip;Tulip PAR 181;7;1;7;27;25,9;PAR;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_181_R_EN_LG.png
Alakazam;Wondrous Patch;Wondrous Patch PFL 94;16;3;7;27;25,9;PFL;;94;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_094_R_EN_LG.png
Alakazam;Budew;Budew PRE 4;9;2;6;27;22,2;PRE;;4;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_004_R_EN_LG.png
Alakazam;Dusk Ball;Dusk Ball SSP 175;12;3;6;27;22,2;SSP;;175;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_175_R_EN_LG.png
Alakazam;Iono;Iono PAL 185;10;2;5;27;18,5;PAL;;185;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_185_R_EN_LG.png
Alakazam;Mimikyu;Mimikyu PAL 97;12;3;5;27;18,5;PAL;;97;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_097_R_EN_LG.png
Alakazam;Super Rod;Super Rod PAL 188;8;2;5;27;18,5;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png
Alakazam;Switch;Switch MEG 130;8;2;5;27;18,5;MEG;;130;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png
Alakazam;Tinkatink;Tinkatink PAR 83;17;4;5;27;18,5;PAR;;83;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_083_R_EN_LG.png
Alakazam;Tinkaton;Tinkaton PAL 105;8;2;5;27;18,5;PAL;;105;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_105_R_EN_LG.png
Alakazam;Tinkaton ex;Tinkaton ex SVP 31;9;2;5;27;18,5;SVP;;31;;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVP/SVP_031_R_EN_LG.png
Alakazam;Tinkatuff;Tinkatuff MEG 97;9;3;5;27;18,5;MEG;;97;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_097_R_EN_LG.png
Alakazam;Xerosic's Machinations;Xerosic's Machinations SFA 64;6;2;5;27;18,5;SFA;;64;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png
Alakazam;Air Balloon;Air Balloon ASC 181;5;2;4;27;14,8;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png
Alakazam;Lillie's Clefairy ex;Lillie's Clefairy ex JTG 56;4;1;4;27;14,8;JTG;;56;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png
Alakazam;Morty's Conviction;Morty's Conviction TEF 155;10;4;4;27;14,8;TEF;;155;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_155_R_EN_LG.png
Alakazam;Natu;Natu PAR 71;10;3;4;27;14,8;PAR;;71;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_071_R_EN_LG.png
Alakazam;Strange Timepiece;Strange Timepiece MEG 128;7;2;4;27;14,8;MEG;;128;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_128_R_EN_LG.png
Alakazam;Technical Machine: Evolution;Technical Machine: Evolution PAR 178;5;2;4;27;14,8;PAR;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png
Alakazam;Togekiss;Togekiss SSP 72;4;1;4;27;14,8;SSP;;72;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_072_R_EN_LG.png
Alakazam;Togepi;Togepi OBF 83;4;1;4;27;14,8;OBF;;83;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_083_R_EN_LG.png
Alakazam;Xatu;Xatu PAR 72;8;2;4;27;14,8;PAR;;72;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_072_R_EN_LG.png
Alakazam;Bravery Charm;Bravery Charm SCR 175;3;1;3;27;11,1;SCR;;175;Secret Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_175_R_EN_LG.png
Alakazam;Brock's Scouting;Brock's Scouting JTG 146;7;3;3;27;11,1;JTG;;146;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png
Alakazam;Cornerstone Mask Ogerpon ex;Cornerstone Mask Ogerpon ex TWM 112;3;1;3;27;11,1;TWM;;112;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_R_EN_LG.png
Alakazam;Enhanced Hammer;Enhanced Hammer TWM 148;4;2;3;27;11,1;TWM;;148;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png
Alakazam;Hero's Cape;Hero's Cape TEF 152;3;1;3;27;11,1;TEF;;152;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png
Alakazam;Ignition Energy;Ignition Energy MC 736;10;4;3;27;11,1;MC;;736;;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MC/MC_736_R_EN_LG.png
Alakazam;Klefki;Klefki SVI 96;3;1;3;27;11,1;SVI;;96;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_096_R_EN_LG.png
Alakazam;Maximum Belt;Maximum Belt PRE 117;3;1;3;27;11,1;PRE;;117;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_117_R_EN_LG.png
